,CountryRegionName,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,YearlyIncome,BikeBuyer,Year_of_Birth
4087,5,2,1,2,1,0,1,0,73354,0,1976
4088,1,5,5,1,1,1,1,0,155206,1,1969
4089,1,1,3,2,1,0,3,0,131912,1,1972
4090,2,4,1,1,1,1,2,0,53344,0,1977
4091,1,2,4,2,1,1,1,0,24860,1,1979
4092,1,3,4,1,1,1,2,0,11608,0,1976
4093,2,3,2,2,2,1,3,3,55864,1,1961
4094,2,1,2,2,1,0,0,2,103307,0,1969
4095,5,4,4,2,1,1,2,3,21836,1,1965
4096,2,5,3,2,1,1,0,0,115677,1,1969
4097,3,2,3,1,2,1,4,3,136555,1,1958
4098,1,5,5,2,1,0,3,1,187169,1,1959
4099,2,5,5,2,2,1,3,3,166909,0,1937
4100,3,2,4,2,2,1,0,1,26456,1,1968
4101,2,2,3,2,2,1,0,2,120742,1,1964
4102,2,3,2,2,1,1,2,2,70137,1,1961
4103,1,5,5,1,2,1,0,0,119901,1,1969
4104,6,1,1,1,1,0,0,0,61980,0,1967
4105,1,1,3,1,2,1,1,4,71194,0,1964
4106,2,2,2,2,2,1,1,0,88543,1,1960
4107,2,1,2,2,2,1,3,4,96866,1,1964
4108,2,1,5,1,2,1,1,0,112045,0,1934
4109,3,1,1,2,2,1,0,0,60210,0,1969
4110,4,2,3,1,2,1,0,2,73510,1,1956
4111,1,4,1,1,2,1,3,1,15477,0,1952
4112,2,5,2,1,1,1,0,0,108949,1,1971
4113,4,5,5,2,2,1,2,0,94744,0,1942
4114,2,5,5,1,1,1,2,0,79680,1,1953
4115,1,1,3,1,1,0,1,0,90985,0,1964
4116,2,1,3,1,1,0,1,0,85451,0,1962
4117,5,3,3,1,2,1,4,4,121162,1,1956
4118,2,1,5,1,2,1,3,0,80155,0,1946
4119,1,2,2,1,2,1,1,0,73151,0,1962
4120,6,3,3,2,1,1,2,2,126819,0,1954
4121,1,2,4,1,2,1,1,0,27082,0,1978
4122,2,5,2,2,2,1,0,0,83815,1,1958
4123,6,1,5,1,1,1,4,3,120215,1,1946
4124,6,1,4,1,2,1,0,0,27521,0,1958
4125,5,3,4,1,1,1,1,2,17654,0,1968
4126,3,2,4,1,1,0,1,1,19230,1,1967
4127,6,1,4,2,1,0,0,0,39310,0,1958
4128,2,5,5,1,2,1,3,4,149932,1,1938
4129,2,2,2,2,2,1,1,0,91276,0,1961
4130,6,2,1,2,2,1,1,0,44904,0,1962
4131,2,5,3,1,2,1,0,0,91896,0,1969
4132,4,5,3,1,1,1,0,0,87597,1,1969
4133,2,2,3,2,2,1,2,1,82638,0,1950
4134,3,3,3,2,1,0,3,4,160283,1,1955
4135,6,3,4,2,1,1,0,3,18485,1,1964
4136,3,2,1,2,1,0,1,0,60529,1,1976
4137,2,2,2,1,2,1,1,0,96382,0,1958
4138,1,1,3,2,1,1,2,0,126928,0,1975
4139,6,4,2,1,1,1,3,1,57880,0,1948
4140,2,2,3,2,2,1,4,3,150878,1,1962
4141,4,5,5,1,2,1,3,4,143379,1,1943
4142,2,2,2,1,1,0,3,4,95860,1,1968
4143,1,4,3,2,2,1,4,5,114264,0,1970
4144,2,5,2,2,2,1,0,0,119840,0,1959
4145,1,3,2,1,1,1,2,0,77377,0,1956
4146,2,1,2,2,1,0,0,2,96734,0,1969
4147,2,3,2,2,1,1,3,3,50876,1,1961
4148,1,3,4,2,2,1,2,0,32029,0,1977
4149,2,2,1,2,2,0,1,0,55680,0,1959
4150,5,1,2,2,2,1,0,0,42022,0,1964
4151,2,1,2,1,2,1,1,1,65473,0,1969
4152,2,4,2,2,1,1,3,1,74755,1,1952
4153,5,1,2,2,2,1,1,1,63820,0,1973
4154,2,2,3,2,1,1,3,3,156515,1,1963
4155,1,3,2,1,2,0,2,0,54173,0,1952
4156,1,1,3,2,2,1,4,5,120195,1,1968
4157,5,1,1,1,2,1,0,0,51289,0,1970
4158,3,4,4,2,1,1,2,0,20671,1,1971
4159,1,5,5,2,2,1,1,4,133620,1,1970
4160,1,1,3,2,1,1,4,5,105415,1,1967
4161,1,1,3,1,2,1,1,2,86897,0,1968
4162,2,3,3,2,2,1,1,1,68207,0,1946
4163,2,3,2,2,1,1,2,0,62553,1,1976
4164,5,3,3,1,2,1,4,4,125413,1,1956
4165,2,1,5,1,1,1,2,0,90605,0,1944
4166,3,2,1,2,1,0,1,0,73698,1,1978
4167,2,2,3,2,2,0,2,0,107427,0,1956
4168,1,1,5,1,2,1,3,1,94564,0,1959
4169,6,4,4,2,2,0,2,0,20348,0,1980
4170,4,2,2,1,1,0,1,0,59128,0,1975
4171,4,2,2,1,2,1,1,0,73756,0,1960
4172,5,3,4,2,1,0,1,0,58292,1,1972
4173,2,2,3,2,2,0,2,0,113375,1,1963
4174,1,2,2,2,2,1,1,0,95237,0,1956
4175,2,3,3,1,1,1,2,1,86987,1,1951
4176,3,4,4,1,1,1,2,0,18550,0,1973
4177,5,5,2,2,1,1,0,0,68077,1,1969
4178,3,2,3,2,2,0,4,4,166854,0,1946
4179,1,1,3,1,2,0,4,5,80755,1,1967
4180,2,2,1,1,2,1,1,0,60489,0,1955
4181,2,2,2,2,1,1,1,0,51486,1,1979
4182,1,2,2,2,2,1,1,0,75154,1,1961
4183,1,3,3,2,1,0,2,0,92897,0,1957
4184,5,1,1,2,1,1,0,0,59031,1,1969
4185,2,2,3,1,2,1,4,3,135783,1,1963
4186,1,1,3,1,1,0,4,0,75874,0,1975
4187,4,3,2,1,2,0,2,0,45273,0,1976
4188,4,2,1,1,2,1,1,0,55516,0,1957
4189,2,1,3,1,2,1,1,3,85216,0,1959
4190,3,3,4,1,1,1,1,2,14641,0,1965
4191,3,5,1,2,2,1,0,0,39869,0,1962
4192,1,3,2,2,2,0,2,0,53780,0,1951
4193,3,1,2,2,2,1,0,1,58500,0,1974
4194,2,3,2,2,1,1,2,0,69432,0,1975
4195,6,5,1,1,1,1,0,0,28593,0,1961
4196,2,5,5,2,2,1,2,0,113464,0,1953
4197,2,1,5,2,2,1,3,3,170700,1,1960
4198,6,2,1,2,1,1,1,0,45564,0,1974
4199,2,1,5,1,2,1,2,0,87033,0,1940
4200,1,2,2,1,1,1,1,0,60314,1,1961
4201,6,5,1,2,2,1,0,0,75656,1,1969
4202,2,5,3,1,1,0,1,0,107431,0,1967
4203,1,1,3,1,1,1,3,4,83320,1,1964
4204,2,1,5,1,2,1,2,0,105059,0,1943
4205,2,1,2,2,1,0,2,3,60299,1,1965
4206,2,2,3,2,1,1,1,2,101848,1,1950
4207,5,2,3,1,2,1,2,4,137270,1,1957
4208,5,2,3,1,1,0,2,4,129628,1,1957
4209,4,1,3,1,2,1,2,2,76160,1,1963
4210,2,3,2,1,2,1,2,2,44569,0,1960
4211,3,4,4,2,1,0,2,0,14783,1,1974
4212,2,3,2,1,2,1,2,2,30720,0,1961
4213,2,2,3,2,1,1,2,0,90859,1,1974
4214,2,5,2,2,1,1,0,0,70413,0,1972
4215,2,2,3,1,1,1,2,3,112199,1,1960
4216,3,3,4,1,1,1,1,0,46501,0,1973
4217,4,3,3,1,2,1,2,1,46345,0,1948
4218,5,1,5,2,2,0,2,5,173991,1,1953
4219,1,1,3,2,1,0,3,0,128045,1,1975
4220,6,3,4,2,1,1,1,2,21504,1,1965
4221,1,3,4,2,1,1,2,0,14043,0,1976
4222,1,1,3,1,2,1,1,2,78604,1,1968
4223,3,4,4,1,2,1,2,2,14844,0,1963
4224,4,1,5,2,2,0,2,0,107218,0,1944
4225,3,1,2,2,2,1,0,1,53160,1,1975
4226,5,4,4,2,1,1,2,2,35500,1,1964
4227,2,2,2,2,1,0,1,0,58124,0,1976
4228,3,1,1,2,1,1,0,0,38715,0,1940
4229,2,2,3,1,1,1,3,4,114459,1,1965
4230,2,2,1,2,2,1,1,0,63226,0,1956
4231,2,2,3,2,2,1,3,2,135612,1,1962
4232,2,1,2,2,2,1,3,3,64356,1,1965
4233,1,1,5,1,1,1,1,0,50531,1,1953
4234,4,4,1,2,1,0,2,0,30538,0,1955
4235,6,5,1,1,2,1,0,0,58283,0,1968
4236,1,3,2,1,1,0,2,0,72037,0,1956
4237,6,4,4,1,1,0,2,0,15610,1,1972
4238,1,1,3,1,2,1,3,0,101828,0,1972
4239,1,2,2,1,1,0,2,0,75710,0,1954
4240,2,2,3,2,2,1,1,1,94081,1,1951
4241,3,2,4,1,2,1,0,0,24516,0,1956
4242,1,1,3,2,1,1,1,0,108555,1,1965
4243,3,1,1,2,1,1,0,0,63319,0,1943
4244,3,2,1,2,1,1,0,2,43761,0,1970
4245,1,2,2,1,2,1,2,4,71285,0,1962
4246,2,3,1,1,2,0,2,0,55497,0,1955
4247,4,5,3,1,1,1,0,0,87505,0,1970
4248,2,3,3,2,1,1,2,0,58860,0,1945
4249,4,2,3,2,2,1,3,4,116197,1,1960
4250,4,2,3,2,2,0,2,0,57991,0,1936
4251,2,5,3,2,2,1,0,0,150469,0,1969
4252,4,4,2,2,2,1,2,1,37730,0,1949
4253,2,5,2,2,1,1,0,0,72365,0,1974
4254,2,1,3,2,1,1,1,0,104284,1,1958
4255,2,2,2,2,2,0,2,0,90443,0,1975
4256,5,1,1,2,1,0,0,1,70263,1,1967
4257,2,3,3,1,2,1,2,0,58772,0,1947
4258,1,1,3,1,1,1,2,3,72178,1,1964
4259,3,2,3,2,2,1,3,4,163232,1,1955
4260,6,2,4,2,2,1,0,1,30757,1,1961
4261,2,5,5,2,2,1,2,0,117256,0,1953
4262,3,2,1,1,1,1,2,4,52264,1,1978
4263,2,1,2,1,1,1,1,3,76999,1,1966
4264,2,4,2,2,1,1,2,0,89357,0,1957
4265,6,3,5,2,2,0,3,1,124051,0,1948
4266,2,4,1,2,1,1,2,0,24849,0,1954
4267,6,2,4,1,2,1,1,0,13821,0,1941
4268,2,5,5,2,2,1,2,0,111656,0,1939
4269,2,2,3,2,2,1,3,3,154952,1,1963
4270,2,4,2,2,1,1,2,1,77309,0,1952
4271,2,1,2,1,1,1,0,2,80443,1,1968
4272,2,2,3,2,2,1,1,1,101930,0,1950
4273,1,1,3,1,2,1,2,4,89000,1,1962
4274,2,2,2,2,2,1,1,0,80337,0,1960
4275,1,1,5,2,2,1,2,0,68883,0,1938
4276,1,1,3,1,1,0,2,0,76038,0,1963
4277,3,1,2,2,2,1,0,0,59922,1,1963
4278,3,5,2,1,1,0,0,0,81218,1,1966
4279,1,5,5,1,2,1,0,0,106839,0,1967
4280,4,4,2,2,1,1,2,1,38125,1,1950
4281,5,2,3,1,2,1,2,5,135157,1,1953
4282,2,2,1,1,2,1,1,0,38574,0,1958
4283,5,4,3,1,2,1,4,4,95729,0,1947
4284,6,2,1,2,1,0,1,0,56934,1,1975
4285,1,1,3,2,1,0,2,2,101466,1,1963
4286,2,5,3,2,2,1,0,0,106898,0,1970
4287,2,1,5,2,1,1,2,0,116254,1,1968
4288,2,2,2,1,2,1,1,0,58929,0,1960
4289,2,2,3,2,2,1,4,2,135801,1,1960
4290,2,3,2,2,2,1,2,2,46692,1,1962
4291,6,2,3,2,2,1,4,3,113516,1,1956
4292,2,2,3,1,2,0,2,2,84726,0,1952
4293,6,2,4,1,1,0,0,1,18663,0,1961
4294,2,1,2,1,2,1,1,1,38293,0,1969
4295,2,1,3,2,1,0,1,0,114602,1,1968
4296,4,5,3,1,2,1,0,0,97631,1,1969
4297,1,4,3,1,2,1,4,5,105065,1,1970
4298,2,3,2,1,1,0,2,0,27731,0,1974
4299,2,2,3,1,2,1,0,1,109435,1,1957
4300,2,1,2,2,2,1,1,1,61999,0,1969
4301,2,5,3,2,2,1,2,4,117888,1,1958
4302,2,3,2,2,1,0,2,0,52163,0,1976
4303,1,3,2,2,2,1,2,0,26287,0,1948
4304,2,2,2,2,2,1,2,0,82109,1,1975
4305,2,1,2,1,1,0,2,2,75694,1,1963
4306,6,3,3,2,2,0,2,2,117813,0,1951
4307,2,5,2,2,2,1,0,0,75092,0,1973
4308,2,1,2,2,1,1,3,4,67939,1,1964
4309,5,3,4,2,2,0,1,0,40261,0,1972
4310,1,1,3,2,2,0,1,0,108816,1,1963
4311,4,1,2,2,1,0,2,3,62131,1,1965
4312,5,1,1,1,2,0,2,0,32246,0,1920
4313,3,2,3,1,2,1,3,5,125818,1,1952
4314,2,1,5,1,2,0,2,0,106007,0,1940
4315,2,3,2,1,2,1,2,0,49236,0,1980
4316,1,5,5,2,1,1,3,5,147023,1,1966
4317,3,4,3,2,2,1,4,5,165686,1,1947
4318,1,5,5,1,1,1,0,0,152413,1,1969
4319,1,1,3,2,2,1,3,4,113618,1,1964
4320,2,2,3,1,2,1,2,1,83079,0,1951
4321,2,3,2,2,2,0,2,0,41585,0,1957
4322,1,2,2,2,2,1,3,4,99994,1,1960
4323,4,3,3,1,2,1,2,0,63336,0,1974
4324,5,3,4,1,1,1,1,3,16727,1,1964
4325,2,5,5,2,2,0,2,0,116149,0,1938
4326,2,1,3,1,1,1,1,0,69256,0,1968
4327,1,4,5,2,2,1,4,5,137192,1,1971
4328,2,5,2,2,1,1,0,0,107742,0,1972
4329,1,1,3,1,1,1,4,5,81522,1,1968
4330,2,3,3,2,1,0,2,0,94327,0,1957
4331,3,1,5,1,2,0,3,5,136800,1,1953
4332,1,1,5,2,2,1,4,5,163549,1,1969
4333,6,1,2,1,2,1,0,1,41730,0,1973
4334,2,2,3,1,1,0,2,0,100206,0,1963
4335,5,3,4,1,1,1,1,2,22112,1,1968
4336,1,1,3,2,2,1,2,3,109759,1,1964
4337,2,1,5,1,1,0,0,1,107685,1,1957
4338,2,1,2,1,1,0,1,2,52101,1,1967
4339,3,2,3,1,2,1,4,4,136970,1,1945
4340,5,1,3,1,1,1,0,0,41315,0,1965
4341,4,1,5,2,2,1,1,4,136292,1,1968
4342,1,1,3,2,2,1,2,0,139321,0,1975
4343,2,1,5,2,2,1,1,3,169047,1,1962
4344,2,3,3,2,1,0,2,0,55825,1,1974
4345,2,3,2,2,2,1,2,0,35205,0,1957
4346,3,3,4,1,1,1,1,2,22399,0,1965
4347,1,3,5,2,1,1,2,5,121353,1,1973
4348,6,3,3,2,2,0,3,1,112231,0,1951
4349,2,2,2,1,1,0,2,0,82948,1,1973
4350,2,2,3,2,2,0,2,1,97106,1,1949
4351,5,3,4,2,1,1,1,0,37744,1,1972
4352,3,1,3,1,2,1,4,5,141063,1,1948
4353,3,5,1,1,2,1,0,0,41087,0,1958
4354,2,1,5,1,2,1,3,3,136283,0,1961
4355,5,4,4,2,1,1,2,3,17035,1,1965
4356,2,1,3,2,1,0,2,4,109628,1,1958
4357,2,1,2,1,1,1,1,2,41269,1,1967
4358,2,2,3,1,2,1,2,1,81328,1,1951
4359,2,2,2,2,1,0,1,0,54911,0,1976
4360,2,2,3,2,2,1,4,2,119649,1,1962
4361,3,3,4,1,2,0,2,2,19917,0,1964
4362,2,3,2,2,2,1,2,0,53615,0,1956
4363,1,5,5,2,2,1,1,0,74540,0,1942
4364,3,1,5,1,2,1,3,4,137653,0,1944
4365,2,1,2,1,1,1,1,2,76408,1,1968
4366,2,2,3,2,1,1,0,2,88492,1,1956
4367,2,1,2,2,2,1,0,1,55458,0,1972
4368,6,1,1,2,1,1,0,0,82158,1,1970
4369,2,3,2,1,1,1,2,0,49901,0,1975
4370,5,2,3,2,2,1,4,4,169706,1,1954
4371,2,5,3,1,2,0,0,0,84098,0,1965
4372,2,1,5,1,1,1,3,0,88651,0,1946
4373,3,3,4,2,1,1,1,0,69678,1,1972
4374,2,5,3,1,1,0,0,0,98398,0,1970
4375,1,1,5,1,1,0,2,0,54979,0,1939
4376,1,2,2,1,2,1,1,0,70120,0,1957
4377,2,1,3,1,1,1,3,2,92621,0,1963
4378,1,1,3,1,2,1,3,0,109807,0,1973
4379,1,1,3,2,1,1,2,3,106924,1,1965
4380,3,1,1,1,2,1,0,0,51759,0,1942
4381,2,3,2,1,1,0,2,0,50807,0,1980
4382,2,3,2,2,2,1,2,0,60665,0,1980
4383,3,4,4,2,2,0,2,0,22910,0,1980
4384,2,5,2,1,1,1,0,0,91828,1,1966
4385,1,3,5,1,2,1,4,5,123369,1,1970
4386,5,4,3,2,2,1,2,5,152819,1,1954
4387,1,1,3,2,2,0,1,2,113957,0,1968
4388,5,2,1,2,2,1,1,0,49660,1,1962
4389,6,1,3,1,2,1,0,0,54471,0,1966
4390,2,2,3,1,1,0,3,2,103960,0,1962
4391,2,1,2,1,2,1,1,1,46403,0,1970
4392,2,5,2,2,2,0,0,0,75117,0,1973
4393,5,2,4,2,1,1,1,0,30357,0,1959
4394,5,4,4,1,1,0,2,0,23693,0,1972
4395,4,1,5,2,1,1,0,3,130420,1,1964
4396,5,2,4,1,2,0,1,0,16826,0,1969
4397,3,2,1,1,1,0,1,0,49393,0,1977
4398,4,2,1,1,2,1,1,0,59253,0,1956
4399,3,2,3,2,2,1,1,2,126742,0,1954
4400,1,5,5,2,1,1,1,0,186313,1,1959
4401,1,1,3,2,1,0,3,0,136412,0,1973
4402,2,5,5,1,2,1,2,0,99747,0,1938
4403,1,4,5,2,2,0,4,5,161625,1,1971
4404,2,4,2,1,2,1,2,1,48064,0,1945
4405,1,1,3,1,2,1,2,0,102609,1,1976
4406,2,2,3,1,1,1,0,3,72083,1,1956
4407,2,3,2,1,1,0,2,0,30334,1,1979
4408,4,1,2,2,1,1,3,3,135271,1,1965
4409,4,3,2,2,2,1,2,0,51725,0,1978
4410,6,2,4,2,1,1,0,0,23982,0,1955
4411,1,1,3,2,2,1,1,0,105404,1,1962
4412,1,3,5,1,1,1,3,5,132646,1,1972
4413,1,1,3,1,2,1,1,2,76538,0,1968
4414,6,5,4,2,2,1,0,0,45014,0,1970
4415,2,1,5,2,2,0,3,0,110194,1,1947
4416,1,1,3,1,2,0,4,5,97007,1,1965
4417,2,1,5,1,2,0,1,0,94638,1,1968
4418,2,1,2,2,1,0,0,3,88815,1,1966
4419,2,1,2,1,2,1,0,1,43382,1,1970
4420,2,1,5,2,1,0,4,3,162502,1,1942
4421,2,5,3,2,1,1,0,0,112313,1,1966
4422,2,2,3,1,1,1,1,1,106210,0,1956
4423,4,3,2,2,1,0,2,0,55920,1,1978
4424,1,1,3,2,2,1,0,0,128963,0,1970
4425,2,1,3,1,1,0,1,0,80036,0,1962
4426,2,3,3,1,2,1,2,0,40400,0,1944
4427,4,5,2,1,2,1,0,0,47505,0,1973
4428,1,4,3,1,1,1,4,5,88584,1,1970
4429,5,4,4,1,1,0,1,0,15213,1,1976
4430,2,4,2,2,2,0,2,0,82588,0,1954
4431,6,1,1,2,1,1,0,0,59611,0,1970
4432,1,3,2,2,2,1,2,0,56359,0,1951
4433,5,2,3,1,1,1,4,4,97953,1,1951
4434,5,1,1,1,1,1,0,0,47701,0,1969
4435,2,5,3,1,1,1,0,0,111397,0,1966
4436,2,2,3,1,2,0,2,0,76057,0,1956
4437,3,1,1,2,2,1,1,1,58780,0,1967
4438,1,2,2,1,2,1,3,4,69785,1,1960
4439,6,3,4,2,1,0,1,0,37128,0,1972
4440,2,2,2,1,2,0,2,0,74850,0,1978
4441,1,1,3,1,2,0,3,5,101493,1,1967
4442,2,5,3,2,2,1,0,2,111791,0,1963
4443,1,3,5,1,1,1,2,5,99570,1,1974
4444,1,1,3,2,2,1,1,2,102064,1,1968
4445,5,5,4,2,2,1,0,0,48972,1,1963
4446,6,4,4,1,1,1,2,0,14214,0,1974
4447,2,1,5,2,2,1,4,0,164156,1,1964
4448,2,5,3,1,1,0,0,0,103581,0,1969
4449,6,2,3,2,1,1,4,4,161754,1,1956
4450,2,1,2,1,2,1,0,1,65984,0,1970
4451,2,1,3,1,1,0,1,0,90743,0,1962
4452,2,1,5,2,1,0,1,0,121065,0,1972
4453,3,2,1,2,1,1,0,2,55651,1,1972
4454,4,3,3,2,1,1,2,0,62004,0,1947
4455,5,1,5,2,2,0,2,0,136007,0,1944
4456,3,2,4,1,1,1,1,0,18315,0,1954
4457,6,3,4,1,1,0,1,0,34606,1,1973
4458,1,3,5,2,2,1,2,5,119933,0,1974
4459,1,3,2,2,1,0,2,0,76146,1,1956
4460,2,2,3,2,2,0,2,1,92985,0,1950
4461,2,2,3,1,1,1,2,0,86262,1,1973
4462,3,2,1,1,1,0,1,0,46447,1,1976
4463,2,5,2,1,2,1,0,0,89611,0,1971
4464,2,2,2,2,2,0,1,0,88641,0,1979
4465,1,2,2,1,2,1,2,4,70264,0,1961
4466,2,4,1,1,1,0,2,0,45144,1,1977
4467,2,3,2,2,2,0,2,0,46935,0,1956
4468,6,2,4,2,1,0,1,0,29149,0,1969
4469,5,5,1,2,2,1,0,0,82192,0,1969
4470,4,4,1,2,1,0,2,0,41570,0,1944
4471,2,2,3,1,1,0,4,4,95947,1,1962
4472,2,5,2,2,2,1,0,0,106986,1,1959
4473,2,2,3,1,2,1,3,4,115050,0,1961
4474,4,5,2,2,2,1,0,0,85744,0,1973
4475,3,4,4,2,2,0,2,3,20054,1,1965
4476,2,3,2,1,2,1,2,0,38001,0,1958
4477,5,4,4,1,2,0,2,0,24644,0,1974
4478,3,2,1,2,1,1,3,4,36203,0,1978
4479,2,3,3,2,2,1,1,1,76512,0,1947
4480,4,4,2,2,1,1,2,0,82470,1,1954
4481,3,1,1,2,2,1,0,0,66391,0,1969
4482,6,4,4,1,1,0,2,0,10839,0,1972
4483,2,3,4,1,2,0,2,0,13671,0,1953
4484,5,2,1,1,1,0,1,0,33782,0,1979
4485,2,3,2,1,2,0,3,5,35082,1,1967
4486,3,1,5,2,2,1,4,4,165264,0,1945
4487,2,3,2,2,1,0,2,0,47344,0,1975
4488,3,3,5,2,2,1,4,5,154419,1,1947
4489,1,1,3,2,1,1,1,0,111843,1,1964
4490,4,1,5,1,1,1,3,0,70040,1,1946
4491,2,1,2,2,2,1,0,3,108456,1,1966
4492,4,2,3,2,1,1,3,4,113040,1,1962
4493,5,2,1,1,1,1,2,2,43427,1,1964
4494,6,5,1,2,2,1,0,0,76581,0,1962
4495,1,1,3,1,1,0,0,0,114117,0,1966
4496,2,3,2,1,1,0,2,0,51501,0,1974
4497,6,3,4,2,1,1,1,2,23147,1,1965
4498,4,5,2,2,2,0,0,1,111410,0,1971
4499,2,4,2,1,1,0,2,0,65689,1,1957
4500,2,1,3,1,1,1,1,0,92657,0,1962
4501,2,5,3,2,2,1,0,0,144493,0,1959
4502,1,3,2,2,2,0,2,0,51959,0,1951
4503,2,5,3,1,2,1,0,0,94891,1,1969
4504,6,3,3,1,2,1,2,1,66944,0,1945
4505,4,3,3,2,1,1,2,0,52891,0,1949
4506,2,1,5,2,2,0,2,0,112616,0,1945
4507,2,5,5,1,1,0,2,0,55506,0,1936
4508,6,2,4,1,2,1,1,1,24977,0,1967
4509,6,2,4,1,1,0,1,0,22131,0,1942
4510,2,3,2,1,2,1,2,0,49006,0,1958
4511,3,1,2,1,2,1,0,0,46962,0,1965
4512,3,1,1,2,2,1,0,0,65193,0,1941
4513,2,1,3,2,2,1,2,2,125131,1,1963
4514,2,1,5,1,2,1,2,0,87047,0,1944
4515,2,1,5,1,2,1,2,0,63097,0,1942
4516,3,3,4,1,1,1,0,2,19545,0,1966
4517,6,2,1,2,1,1,0,2,62426,0,1970
4518,1,1,3,1,1,1,3,4,88005,1,1964
4519,5,2,3,1,2,1,3,4,138296,1,1955
4520,2,1,5,1,2,1,4,2,141308,0,1963
4521,5,3,3,1,2,1,4,4,123890,1,1957
4522,2,1,5,2,1,1,0,1,100224,1,1947
4523,5,3,4,1,1,1,1,3,19778,0,1963
4524,2,2,3,1,1,1,2,0,41316,0,1950
4525,2,2,3,2,1,1,2,1,97258,1,1951
4526,1,2,2,2,2,0,2,0,57316,0,1953
4527,5,2,1,1,2,1,2,2,38301,0,1965
4528,6,3,4,2,1,1,0,3,15378,1,1964
4529,2,2,1,2,2,1,1,0,58294,0,1955
4530,2,1,2,2,2,1,1,2,108959,0,1968
4531,5,2,4,2,1,0,0,1,31650,0,1960
4532,1,1,3,1,1,1,0,0,97486,0,1966
4533,1,1,3,2,2,1,3,5,114716,1,1967
4534,1,2,2,2,2,1,1,0,107913,1,1957
4535,6,2,1,1,1,1,3,5,37000,1,1977
4536,2,4,2,2,1,1,2,0,113369,0,1954
4537,2,1,2,2,2,1,0,2,99027,0,1968
4538,2,4,2,1,1,1,2,0,53883,0,1954
4539,1,1,1,2,2,1,0,0,39274,0,1978
4540,2,3,3,2,2,0,2,0,112516,0,1955
4541,1,3,5,1,1,1,4,5,146893,1,1972
4542,1,5,5,1,1,1,1,0,161714,0,1969
4543,5,3,4,2,1,1,2,3,23691,1,1963
4544,1,2,1,1,1,1,2,0,43888,0,1941
4545,4,2,3,2,2,1,3,4,127139,1,1965
4546,2,3,3,1,2,1,2,0,58833,0,1937
4547,6,2,4,2,2,1,0,1,23875,1,1968
4548,2,2,3,2,1,1,1,2,95683,1,1950
4549,4,5,5,2,2,1,1,4,184290,0,1940
4550,2,5,5,1,2,1,3,1,151273,1,1966
4551,2,3,2,1,1,0,2,0,26751,0,1976
4552,5,4,4,1,1,0,2,0,22746,0,1972
4553,3,2,1,2,1,1,3,4,60691,0,1978
4554,1,1,3,1,1,0,3,0,107136,1,1975
4555,1,4,3,1,1,1,4,5,140259,1,1973
4556,2,3,1,1,2,1,1,0,36059,0,1954
4557,2,1,3,2,2,1,2,2,95473,1,1963
4558,2,4,1,2,1,0,2,0,22635,0,1956
4559,6,3,3,1,2,1,3,1,96353,0,1951
4560,1,2,2,1,2,1,1,0,64876,0,1960
4561,5,4,4,1,1,1,2,0,15220,0,1975
4562,1,2,2,1,1,0,1,0,76130,0,1960
4563,1,1,3,1,2,1,4,5,82652,0,1967
4564,2,5,3,2,2,1,0,0,119214,0,1970
4565,6,2,4,1,1,1,2,0,21058,0,1952
4566,2,3,2,2,2,1,2,2,52341,1,1962
4567,1,1,3,1,1,1,1,0,94668,0,1964
4568,3,1,5,1,2,1,4,4,133704,1,1945
4569,3,2,5,1,2,0,3,5,125745,1,1950
4570,6,1,2,2,2,1,2,1,59246,1,1966
4571,2,5,5,2,1,0,2,0,122421,0,1953
4572,2,3,3,2,2,1,4,3,152833,1,1960
4573,3,2,1,1,1,1,2,2,27347,1,1971
4574,2,2,3,1,2,1,1,1,104266,0,1956
4575,2,1,2,2,1,0,2,3,117586,1,1965
4576,2,4,2,2,2,1,2,0,87071,0,1954
4577,5,4,4,1,1,1,1,3,16492,1,1967
4578,2,2,2,1,1,1,2,0,35204,0,1977
4579,1,4,1,2,2,1,3,1,27591,0,1950
4580,1,5,5,2,1,1,1,0,190243,1,1969
4581,4,1,5,1,1,1,3,0,78155,0,1946
4582,5,2,4,2,1,0,0,1,11432,1,1960
4583,1,2,4,1,1,0,1,0,26861,0,1980
4584,2,5,5,2,2,1,2,0,102695,0,1934
4585,1,5,5,1,1,1,0,0,164794,1,1969
4586,2,2,3,1,1,1,1,1,77454,0,1947
4587,1,3,5,2,2,1,2,5,127927,1,1974
4588,3,2,4,1,1,1,1,0,16622,0,1954
4589,2,5,3,2,1,0,0,2,120242,1,1963
4590,1,1,3,1,2,1,4,5,75278,1,1968
4591,1,1,3,2,2,0,3,0,125149,0,1975
4592,4,2,2,1,2,1,1,0,58375,0,1960
4593,2,5,3,2,2,0,1,0,121416,0,1967
4594,1,1,5,2,2,1,3,1,120136,1,1959
4595,2,5,3,2,1,0,1,0,118322,1,1967
4596,2,1,2,2,2,1,0,2,43090,0,1969
4597,6,1,1,2,1,1,0,0,50837,0,1969
4598,5,2,4,2,2,0,2,0,22736,0,1952
4599,2,2,3,2,2,1,2,1,90993,1,1951
4600,2,1,5,2,2,0,1,1,107566,1,1947
4601,2,5,3,1,1,1,0,2,97061,1,1963
